review_id,text,rating,sentiment
1164,"It's an average smart watch, it is comparable to other brands.",3,neutral
980,"Completely useless, it did not match the description.",2,negative
667,Five stars! The coffee maker customer service was very helpful.,5,positive
60,"The smart watch is fine I guess, the colour was slightly different than shown.",3,neutral
714,"The keyboard is fine I guess, the colour was slightly different than shown.",3,neutral
378,"It's an average coffee maker, the instructions were a little unclear.",3,neutral
706,"I absolutely love this wireless earbuds, it works perfectly and battery life is outstanding.",4,positive
1013,"I regret buying this coffee maker, it arrived very late. 👎",2,negative
501,"It's an average running shoes, there is nothing extra to mention.",3,neutral
727,"Super happy with this purchase, the coffee maker customer service was very helpful. 😊",5,positive
522,"It works, but it does the basic job.",3,neutral
357,"Decent coffee maker for the price, it works as described, nothing more.",3,neutral
740,"Very disappointed with teh tablet, the size was completely wrong.",2,negative
1067,"Very disappointed with the t-shirt, teh packaging was damaged.",1,negative
790,"Works like a charm, the build quality is excellent. 👍",5,positive
262,"Works like a charm, the build quality is excellent.",5,positive
447,"It works, but it is comparable to other brands.",3,neutral
1046,"Waste of money, the smart watch teh packaging was damaged.",1,negative
199,"Great value for money, this laptop delivery was super fast.",5,positive
167,"Not worth it at all, there were missing parts :(",1,negative
580,"This phone case exceeded my expectations, the packaging was premium.",4,positive
1038,"The book is fine I guess, it looks similar to the pictures.",3,neutral
128,"Poor quality bluetooth speaker, it stopped working after a week.",2,negative
40,"Works like a charm, battery life is outstanding.",4,positive
907,"Works like a charm, the packaging was premium.",5,positive
1031,"I regret buying this water bottle, the size was completely wrong.",1,negative
73,"Works like a charm, the sound quality is crisp.",4,positive
1182,"Standard phone case, the price is about average.",3,neutral
657,"Decent desk lamp for the price, it works as described, nothing more.",3,neutral
316,"Works like a charm, the sound quality is crisp. 👍",5,positive
502,"Highly recommend this gaming mouse, battery life is outstanding.",5,positive
1144,"I absolutely love this desk lamp, it works perfectly and teh sound quality is crisp.",4,positive
383,"Worst bluetooth speaker ever, it stopped working after a week. 😢",2,negative
761,"This tablet is terrible, the material feels cheap.",2,negative
1104,"It arrived on time, the phone case it does the basic job.",3,neutral
426,"It works, but the shipping took a bit longer than expected.",3,neutral
415,"The tablet is amazing, it saved me so much time.",4,positive
504,"THE CAMERA DOES WHAT IT SAYS, THE INSTRUCTIONS WERE A LITTLE UNCLEAR.",3,neutral
384,"Standard gaming mouse, some features were unnecessary.",3,neutral
743,"Poor quality running shoes, it stopped working after a week.",1,negative
748,"Fantastic quality backpack, customer service was very helpful :)",4,positive
513,"It's an average coffee maker, it is comparable to other brands.",3,neutral
883,"Super happy with this purchase, the smart watch battery life is outstanding.",4,positive
14,"Poor quality gaming mouse, teh size was completely wrong. 👎",1,negative
5,"Very disappointed with the kitchen blender, it arrived very late. 😢",2,negative
1102,"Works like a charm, delivery was super fast.",4,positive
939,"Standard book, it looks similar to the pictures.",3,neutral
1177,"The charger is amazing, the build quality is excellent.",5,positive
201,"Neutral experience overall, it looks similar to the pictures.",3,neutral
481,"Highly recommend this gaming mouse, the sound quality is crisp. ❤️",4,positive
733,"Highly recommend this laptop, battery life is outstanding.",4,positive
1195,"Best water bottle I have ever bought, it fits perfectly!",5,positive
342,"Not bad, not great, it works as described, nothing more.",3,neutral
74,"Poor quality gaming mouse, the battery drains too fast. 😢",2,negative
1008,"The keyboard does what it says, the colour was slightly different than shown.",3,neutral
1020,"STANDARD DESK LAMP, teh INSTRUCTIONS WERE A LITTLE UNCLEAR.",3,neutral
576,"The t-shirt does what it says, the shipping took a bit longer than expected.",3,neutral
385,"Works like a charm, the packaging was premium.",5,positive
291,"Not bad, not great, the instructions were a little unclear.",3,neutral
465,"Standard desk lamp, the shipping took a bit longer than expected.",3,neutral
314,"Worst bluetooth speaker ever, customer support never responded.",2,negative
475,"This coffee maker exceeded my expectations, the sound quality is crisp.",5,positive
390,"It arrived on time, the desk lamp there is nothing extra to mention.",3,neutral
264,"The wireless earbuds is fine I guess, some features were unnecessary.",3,neutral
180,"Neutral experience overall, it is comparable to other brands.",3,neutral
745,"Super happy with this purchase, the bluetooth speaker battery life is outstanding.",5,positive
567,"The monitor does what it says, the shipping took a bit longer than expected.",3,neutral
157,"This t-shirt exceeded my expectations, battery life is outstanding.",4,positive
551,"Completely useless, the material feels cheap.",1,negative
610,Five stars! The camera the build quality is excellent. 👍,5,positive
308,"This phone case is terrible, it did not match the description.",2,negative
944,"Worst kitchen blender ever, it stopped working after a week. 😡",1,negative
929,"Worst kitchen blender ever, it arrived very late. 👎",2,negative
778,"Works like a charm, delivery was super fast. 🔥",5,positive
86,"This gaming mouse is terrible, teh size was completely wrong.",2,negative
875,"Waste of money, the bluetooth speaker it is overpriced for what you get.",1,negative
1125,"Standard kitchen blender, the price is about average.",3,neutral
391,"Best kitchen blender I have ever bought, it fits perfectly!",4,positive
781,"Super happy with this purchase, the coffee maker the price was very reasonable for the quality.",5,positive
21,"Neutral experience overall, it looks similar to the pictures.",3,neutral
494,"Poor quality running shoes, it is overpriced for what you get.",1,negative
813,"Neutral experience overall, it does the basic job.",3,neutral
977,"Do not buy this book, teh battery drains too fast.",1,negative
840,"The camera is fine I guess, the colour was slightly different than shown.",3,neutral
160,"Best backpack I have ever bought, it saved me so much time! 🔥",4,positive
779,"Poor quality tablet, there were missing parts. 👎",1,negative
1170,"It works, but it looks similar to the pictures.",3,neutral
753,"It's an average keyboard, it is comparable to other brands.",3,neutral
625,"Works like a charm, it fits perfectly.",4,positive
518,"The backpack broke within days, customer support never responded.",1,negative
433,"Fantastic quality wireless earbuds, delivery was super fast :)",5,positive
1142,"Poor quality coffee maker, it arrived very late.",1,negative
483,"The smart watch does what it says, the shipping took a bit longer than expected.",3,neutral
172,"I absolutely love this book, it works perfectly and it looks even better in person.",4,positive
387,"It arrived on time, teh t-shirt the price is about average.",3,neutral
408,"It's an average wireless earbuds, the instructions were a little unclear.",3,neutral
369,"It arrived on time, the keyboard the price is about average.",3,neutral
996,"Decent kitchen blender for the price, some features were unnecessary.",3,neutral
974,"Completely useless, it arrived very late.",2,negative
1058,"Waste of money, the phone case it did not match the description.",2,negative
493,"Best bluetooth speaker I have ever bought, it looks even better in person!",5,positive
1179,"Not bad, not great, it does the basic job.",3,neutral
884,"Not worth it at all, the battery drains too fast :( 😢",2,negative
279,"It's an average coffee maker, it works as described, nothing more.",3,neutral
207,"Not bad, not great, it is comparable to other brands.",3,neutral
1059,"Standard water bottle, the instructions were a little unclear.",3,neutral
991,"Super happy with this purchase, the wireless earbuds the packaging was premium.",4,positive
460,"Best desk lamp I have ever bought, it saved me so much time!",5,positive
1056,"The bluetooth speaker is okay, nothing special, some features were unnecessary.",3,neutral
293,"The camera broke within days, the material feels cheap.",2,negative
1068,"It's an average tablet, the instructions were a little unclear.",3,neutral
1080,"The keyboard is fine I guess, it does the basic job.",3,neutral
621,"It works, but there is nothing extra to mention.",3,neutral
181,"This tablet exceeded my expectations, the packaging was premium.",5,positive
435,"teh desk lamp is fine I guess, the price is about average.",3,neutral
251,"Not worth it at all, customer support never responded :( 😢",1,negative
405,"It arrived on time, the keyboard the instructions were a little unclear.",3,neutral
337,"The bluetooth speaker is amazing, delivery was super fast.",4,positive
638,"I regret buying this camera, it stopped working after a week. 😢",1,negative
957,"Decent wireless earbuds for the price, it does the basic job.",3,neutral
873,"The phone case is okay, nothing special, the instructions were a little unclear.",3,neutral
161,"THE PHONE CASE BROKE WITHIN DAYS, THE MATERIAL FEELS CHEAP.",1,negative
484,"Fantastic quality backpack, it looks even better in person :)",4,positive
1035,"It arrived on time, the kitchen blender it is comparable to other brands.",3,neutral
1121,"This backpack is terrible, it is overpriced for what you get.",1,negative
1150,"I absolutely love this charger, it works perfectly and it fits perfectly.",4,positive
258,"It's an average backpack, the shipping took a bit longer than expected.",3,neutral
1066,"Fantastic quality tablet, delivery was super fast :)",5,positive
290,"Waste of money, teh desk lamp the battery drains too fast.",2,negative
107,"Very disappointed with the running shoes, customer support never responded. 😡",2,negative
395,"I regret buying this t-shirt, the size was completely wrong.",1,negative
144,"It arrived on time, the water bottle the instructions were a little unclear.",3,neutral
1007,"Waste of money, the running shoes it is overpriced for what you get.",2,negative
133,"Works like a charm, the build quality is excellent.",5,positive
13,"Best t-shirt I have ever bought, it looks even better in person!",5,positive
1166,"Completely useless, the battery drains too fast. 😢",2,negative
376,"Fantastic quality monitor, it fits perfectly :)",5,positive
659,"Worst monitor ever, the battery drains too fast. 👎",1,negative
782,"I regret buying this tablet, the battery drains too fast.",2,negative
456,"It works, but it is comparable to other brands.",3,neutral
509,"Waste of money, the smart watch there were missing parts.",2,negative
111,"Standard kitchen blender, there is nothing extra to mention.",3,neutral
422,"Worst office chair ever, teh packaging was damaged.",1,negative
1192,Five stars! The tablet it looks even better in person. 🔥,4,positive
702,"It works, but it is comparable to other brands.",3,neutral
679,"I absolutely love this coffee maker, it works perfectly and it fits perfectly.",4,positive
470,"Not worth it at all, it is overpriced for what you get :(",2,negative
49,"Best water bottle I have ever bought, battery life is outstanding!",4,positive
591,"It works, but it does the basic job.",3,neutral
850,"This kitchen blender exceeded my expectations, the price was very reasonable for teh quality.",4,positive
82,Five stars! The backpack delivery was super fast.,5,positive
651,"NEUTRAL EXPERIENCE OVERALL, THE PRICE IS ABOUT AVERAGE.",3,neutral
570,"The charger is fine I guess, it does the basic job.",3,neutral
275,"Completely useless, the material feels cheap.",2,negative
674,"This phone case is terrible, the size was completely wrong.",2,negative
909,"The gaming mouse does what it says, there is nothing extra to mention.",3,neutral
488,"Not worth it at all, the packaging was damaged :(",2,negative
78,"The wireless earbuds is fine I guess, the instructions were a little unclear.",3,neutral
419,"Completely useless, it did not match the description. 👎",1,negative
770,"Waste of money, teh coffee maker the packaging was damaged.",1,negative
311,"Do not buy this bluetooth speaker, the packaging was damaged. 😡",1,negative
1155,"THE SMART WATCH IS FINE I GUESS, THE INSTRUCTIONS WERE A LITTLE UNCLEAR.",3,neutral
608,"Waste of money, the tablet the battery drains too fast. 👎",1,negative
1022,"Worst water bottle ever, there were missing parts.",2,negative
1153,"I absolutely love this t-shirt, it works perfectly and the sound quality is crisp. 😊",5,positive
282,"Neutral experience overall, it works as described, nothing more.",3,neutral
123,"Standard bluetooth speaker, some features were unnecessary.",3,neutral
163,Five stars! The kitchen blender it saved me so much time.,5,positive
499,"WORKS LIKE A CHARM, IT FITS PERFECTLY.",5,positive
878,"This running shoes is terrible, the material feels cheap. 👎",2,negative
485,"Poor quality wireless earbuds, there were missing parts.",2,negative
633,"The monitor does what it says, it looks similar to the pictures.",3,neutral
1181,"I REGRET BUYING THIS SMART WATCH, THE BATTERY DRAINS TOO FAST.",2,negative
44,"Poor quality wireless earbuds, it did not match the description. 😢",2,negative
1085,"The t-shirt broke within days, the material feels cheap.",1,negative
28,"Highly recommend this book, delivery was super fast. ❤️",5,positive
1032,"THE SMART WATCH IS OKAY, NOTHING SPECIAL, THERE IS NOTHING EXTRA TO MENTION.",3,neutral
477,"The t-shirt is okay, nothing special, there is nothing extra to mention.",3,neutral
1047,"The phone case is fine I guess, it looks similar to the pictures.",3,neutral
784,"Super happy with this purchase, the book teh build quality is excellent.",4,positive
920,"I regret buying this smart watch, teh size was completely wrong.",2,negative
1185,"Not bad, not gr8 the colour was slightly different than shown.",3,neutral
687,"The wireless earbuds does what it says, the shipping took a bit longer than expected.",3,neutral
139,"The t-shirt is amazing, it saved me so much time. ❤️",5,positive
988,"Works like a charm, it fits perfectly.",4,positive
652,"Fantastic quality camera, teh build quality is excellent :)",5,positive
360,"It works, but the instructions were a little unclear.",3,neutral
681,"Not bad, not great, there is nothing extra to mention.",3,neutral
273,"Neutral experience overall, it looks similar to the pictures.",3,neutral
796,"Best tablet I have ever bought, battery life is outstanding!",5,positive
665,"The kitchen blender broke within days, it is overpriced for what you get. 👎",2,negative
195,"Neutral experience overall, some features were unnecessary.",3,neutral
516,"Not bad, not great, some features were unnecessary.",3,neutral
352,"Works like a charm, customer service was very helpful.",5,positive
1099,Five stars! The t-shirt the sound quality is crisp. 👍,5,positive
209,"The smart watch broke within days, it is overpriced for what you get.",2,negative
1024,"HIGHLY RECOMMEND THIS LAPTOP, CUSTOMER SERVICE WAS VERY HELPFUL. 🔥",5,positive
618,"The tablet is fine I guess, it works as described, nothing more.",3,neutral
842,"Worst camera ever, the battery drains too fast.",2,negative
448,"Highly recommend this book, it saved me so much time.",5,positive
138,"Standard bluetooth speaker, there is nothing extra to mention.",3,neutral
90,"Standard running shoes, it does the basic job.",3,neutral
756,"It's an average smart watch, the instructions were a little unclear.",3,neutral
571,"Super happy with this purchase, the laptop it fits perfectly.",4,positive
136,"Super happy with this purchase, the keyboard customer service was very helpful. ❤️",4,positive
451,"Works like a charm, the packaging was premium.",4,positive
940,"Great value for money, this coffee maker customer service was very helpful.",5,positive
436,"This gaming mouse exceeded my expectations, customer service was very helpful. ❤️",5,positive
798,"The t-shirt is fine I guess, some features were unnecessary.",3,neutral
25,"I absolutely love this desk lamp, it works perfectly and teh price was very reasonable for the quality.",4,positive
648,"It arrived on time, the bluetooth speaker it looks similar to the pictures.",3,neutral
824,"Poor quality charger, the size was completely wrong.",1,negative
31,"This bluetooth speaker exceeded my expectations, teh sound quality is crisp.",4,positive
356,"I regret buying this desk lamp, the size was completely wrong.",1,negative
663,"Not bad, not great, there is nothing extra to mention.",3,neutral
731,"Very disappointed with the gaming mouse, the packaging was damaged.",1,negative
217,"Works like a charm, it fits perfectly. 👍",4,positive
438,"It's an average kitchen blender, the instructions were a little unclear.",3,neutral
476,"Very disappointed with the running shoes, there were missing parts.",1,negative
248,"Completely useless, customer support never responded.",1,negative
877,"Great value for money, this water bottle it saved me so much time.",4,positive
810,"Decent kitchen blender for the price, it is comparable to other brands.",3,neutral
1110,"IT WORKS, BUT SOME FEATURES WERE UNNECESSARY.",3,neutral
425,"Very disappointed with the running shoes, it is overpriced for what you get.",1,negative
389,"Do not buy this smart watch, it stopped working after a week.",1,negative
661,Five stars! The backpack the build quality is excellent. ❤️,5,positive
1199,"Waste of money, teh t-shirt it did not match the description. 😡",2,negative
221,"Poor quality gaming mouse, customer support never responded.",1,negative
1050,"Standard smart watch, the instructions were a little unclear.",3,neutral
852,"It arrived on time, teh desk lamp the instructions were a little unclear.",3,neutral
91,"I absolutely love this desk lamp, it works perfectly and the sound quality is crisp.",5,positive
343,"Highly recommend this gaming mouse, the price was very reasonable for the quality.",4,positive
344,"Completely useless, teh size was completely wrong.",2,negative
198,"Decent keyboard for the price, there is nothing extra to mention.",3,neutral
452,"Do not buy this bluetooth speaker, it did not match the description.",1,negative
130,Five stars! The kitchen blender delivery was super fast.,5,positive
394,"This wireless earbuds exceeded my expectations, it fits perfectly.",5,positive
691,"Works like a charm, delivery was super fast. 👍",4,positive
30,"It works, but it is comparable to other brands.",3,neutral
58,"Great value for money, this smart watch it fits perfectly. 👍",4,positive
864,"It works, but it is comparable to other brands.",3,neutral
33,"The laptop does what it says, the colour was slightly different than shown.",3,neutral
188,"Poor quality wireless earbuds, the packaging was damaged.",2,negative
410,"Worst phone case ever, the material feels cheap.",2,negative
489,"The running shoes is fine I guess, it is comparable to other brands.",3,neutral
768,"The laptop does what it says, the price is about average.",3,neutral
512,"I regret buying this charger, the size was completely wrong.",1,negative
414,"NEUTRAL EXPERIENCE OVERALL, IT LOOKS SIMILAR TO THE PICTURES.",3,neutral
773,"Completely useless, it did not match the description.",1,negative
100,"The backpack is amazing, the build quality is excellent.",5,positive
10,"Works like a charm, battery life is outstanding. ❤️",4,positive
108,"The coffee maker is okay, nothing special, it does the basic job.",3,neutral
910,"I absolutely love this coffee maker, it works perfectly and customer service was very helpful.",4,positive
632,"The office chair broke within days, there were missing parts.",2,negative
800,"Not worth it at all, it did not match the description :(",2,negative
211,"The backpack is amazing, teh build quality is excellent.",4,positive
1071,"Decent camera for the price, there is nothing extra to mention.",3,neutral
98,"I regret buying this smart watch, it did not match the description.",2,negative
906,"teh KEYBOARD IS FINE I GUESS, IT IS COMPARABLE TO OTHER BRANDS.",3,neutral
443,"NOT WORTH IT AT ALL, IT IS OVERPRICED FOR WHAT YOU GET :( 😡",2,negative
1091,"I regret buying this book, the battery drains too fast.",1,negative
71,"Worst bluetooth speaker ever, the battery drains too fast. 😢",1,negative
444,"It's an average backpack, the price is about average.",3,neutral
365,"Do not buy this kitchen blender, the size was completely wrong. 😡",2,negative
734,"This kitchen blender is terrible, the material feels cheap.",2,negative
903,"Standard smart watch, it looks similar to the pictures.",3,neutral
315,"It arrived on time, the coffee maker the shipping took a bit longer than expected.",3,neutral
560,"Poor quality tablet, it arrived very late.",1,negative
23,"Completely useless, it is overpriced for what you get.",1,negative
159,"Not bad, not gr8 it does the basic job.",3,neutral
345,"The desk lamp is okay, nothing special, there is nothing extra to mention.",3,neutral
801,"It works, but the price is about average.",3,neutral
1095,"Standard coffee maker, teh shipping took a bit longer than expected.",3,neutral
255,"The laptop does what it says, it is comparable to other brands.",3,neutral
603,"It works, but it does the basic job.",3,neutral
363,"The gaming mouse is fine I guess, some features were unnecessary.",3,neutral
206,"Waste of money, the office chair it is overpriced for what you get.",2,negative
37,"THIS MONITOR EXCEEDED MY EXPECTATIONS, THE PRICE WAS VERY REASONABLE FOR THE QUALITY.",5,positive
350,"This kitchen blender is terrible, the packaging was damaged.",2,negative
331,"Works like a charm, teh build quality is excellent.",4,positive
572,"Worst phone case ever, the material feels cheap.",1,negative
965,"Poor quality laptop, the packaging was damaged.",2,negative
288,"It arrived on time, the office chair the shipping took a bit longer than expected.",3,neutral
897,"The kitchen blender is fine I guess, the price is about average.",3,neutral
497,"Not worth it at all, it stopped working after a week :( 👎",1,negative
1124,"Poor quality keyboard, it is overpriced for what you get.",1,negative
170,"Very disappointed with the wireless earbuds, the packaging was damaged. 😡",1,negative
140,"Worst book ever, the battery drains too fast.",2,negative
945,"Not bad, not great, it works as described, nothing more.",3,neutral
993,"It's an average camera, it does the basic job.",3,neutral
951,"Standard kitchen blender, it looks similar to the pictures.",3,neutral
670,"Great value for money, this t-shirt the price was very reasonable for the quality.",4,positive
280,"gr8 value for money, this monitor customer service was very helpful. 👍",5,positive
